,precision,precision,recall,recall,f1,f1,detected,detected
,mean,std,mean,std,mean,std,mean,std
method,,,,,,,,
GPD-POT (cauda),0.4163880550678489,0.011554025971053407,1.0,0.0,0.5878698975313091,0.011518558524537523,48.06666666666667,1.3345232785352166
Isolation Forest,0.016373758069605712,0.005699079967855815,0.06666666666666667,0.024397501823713336,0.02627652568224599,0.009216655366319841,81.13333333333334,4.778921974472404
"LSTM-Peak (artigo, H/T/d fixos)",1.0,0.0,0.6033333333333334,0.06935073041809875,0.7504178406455446,0.054059519422870905,12.066666666666666,1.3870146083619754
Robusto mediana/MAD (Student-t),0.8474747474747475,0.047247005249081944,1.0,0.0,0.9167869167869167,0.0274152190849068,23.666666666666668,1.2909944487358063
Spike tradicional robusto,0.2859264752840353,0.008105060407817822,1.0,0.0,0.44464359580509366,0.009779544544164426,70.0,1.9639610121239306
VAE-LSTM,0.031364203176512485,0.001374026643106523,0.9966666666666666,0.012909944487358065,0.06081159285161533,0.0025888987597270014,636.6,27.152479497407622
