model_seed,mae,mse,rmse,mape
42,0.0719855406566649,0.011499870323053895,0.1072374483240528,11.228862404492954
7,0.0766233712086977,0.013163476035341945,0.11473219267207414,11.633098994635041
123,0.07493364840756085,0.012777729941911084,0.11303862146147697,11.334882005011064
