,precision,precision,recall,recall,f1,f1
,mean,std,mean,std,mean,std
config,,,,,,
Janela 12h,0.9208469791078486,0.045909784973427736,0.98,0.02535462764185552,0.9488559363998956,0.02869442460102175
Janela 30h,0.8379818753441942,0.08357007490427687,0.9833333333333333,0.02439750182371335,0.9029663759636637,0.05202780316277919
Multivariada 3 passos 24h (baseline),0.8474747474747475,0.047247005249081944,1.0,0.0,0.9167869167869167,0.0274152190849068
Passo unico 24h,0.8565757162858613,0.06129531683400249,1.0,0.0,0.9216264503057523,0.036405318335526134
Univariada (sem auxiliares) 24h,0.9244933810151201,0.0365817784977185,1.0,0.0,0.9604070851943796,0.02020416448105143
