config,tau_b,macro_f1,weighted_f1,balanced_accuracy,mcc,f1_good,f1_suspect,f1_bad,binary_precision,binary_recall,binary_f1
C_causal,0.4,0.6800752781201839,0.8664731262528895,0.8218928194124556,0.7289998862094474,0.9254257193188491,0.8340983606557377,0.2807017543859649,0.917607223476298,0.9377162629757786,0.9275527666856817
E_causal,0.4,0.6790976323004793,0.8626226455352345,0.8058787246468105,0.7219077002365146,0.9169632265717675,0.8346153846153846,0.2857142857142857,0.902547065337763,0.9400230680507498,0.9209039548022598
